Source,Target,Type,Industry,search_word
six sigma-metoder,ingeniørarbeid,Undirected,Forsvar og militær,Data Analyst
lage benchmarks,programledelse,Undirected,Forsvar og militær,Data Analyst
lage benchmarks,ingeniørarbeid,Undirected,Forsvar og militær,Data Analyst
programledelse,ingeniørarbeid,Undirected,Forsvar og militær,Data Analyst
moderne software-utvikling,sql,Undirected,Eiendom,Data Analyst
moderne software-utvikling,datavitenskap,Undirected,Eiendom,Data Analyst
moderne software-utvikling,database,Undirected,Eiendom,Data Analyst
moderne software-utvikling,microsoft certified professional (mcp),Undirected,Eiendom,Data Analyst
moderne software-utvikling,kunstig intelligens,Undirected,Eiendom,Data Analyst
moderne software-utvikling,automatisering,Undirected,Eiendom,Data Analyst
moderne software-utvikling,maskinlæring,Undirected,Eiendom,Data Analyst
sql,datavitenskap,Undirected,Eiendom,Data Analyst
sql,database,Undirected,Eiendom,Data Analyst
sql,microsoft certified professional (mcp),Undirected,Eiendom,Data Analyst
sql,kunstig intelligens,Undirected,Eiendom,Data Analyst
sql,automatisering,Undirected,Eiendom,Data Analyst
sql,maskinlæring,Undirected,Eiendom,Data Analyst
datavitenskap,database,Undirected,Eiendom,Data Analyst
datavitenskap,microsoft certified professional (mcp),Undirected,Eiendom,Data Analyst
datavitenskap,kunstig intelligens,Undirected,Eiendom,Data Analyst
datavitenskap,automatisering,Undirected,Eiendom,Data Analyst
datavitenskap,maskinlæring,Undirected,Eiendom,Data Analyst
database,microsoft certified professional (mcp),Undirected,Eiendom,Data Analyst
database,kunstig intelligens,Undirected,Eiendom,Data Analyst
database,automatisering,Undirected,Eiendom,Data Analyst
database,maskinlæring,Undirected,Eiendom,Data Analyst
microsoft certified professional (mcp),kunstig intelligens,Undirected,Eiendom,Data Analyst
microsoft certified professional (mcp),automatisering,Undirected,Eiendom,Data Analyst
microsoft certified professional (mcp),maskinlæring,Undirected,Eiendom,Data Analyst
kunstig intelligens,automatisering,Undirected,Eiendom,Data Analyst
kunstig intelligens,maskinlæring,Undirected,Eiendom,Data Analyst
automatisering,maskinlæring,Undirected,Eiendom,Data Analyst
maskinlæring,partielle differensialligninger,Undirected,Forskning,Data Analyst
maskinlæring,algoritmer,Undirected,Forskning,Data Analyst
maskinlæring,modellering og simulering,Undirected,Forskning,Data Analyst
maskinlæring,c++ (programming language),Undirected,Forskning,Data Analyst
python (dataprogrammering),partielle differensialligninger,Undirected,Forskning,Data Analyst
python (dataprogrammering),algoritmer,Undirected,Forskning,Data Analyst
python (dataprogrammering),modellering og simulering,Undirected,Forskning,Data Analyst
python (dataprogrammering),c++ (programming language),Undirected,Forskning,Data Analyst
partielle differensialligninger,algoritmer,Undirected,Forskning,Data Analyst
partielle differensialligninger,modellering og simulering,Undirected,Forskning,Data Analyst
partielle differensialligninger,c++ (programming language),Undirected,Forskning,Data Analyst
algoritmer,modellering og simulering,Undirected,Forskning,Data Analyst
algoritmer,c++ (programming language),Undirected,Forskning,Data Analyst
modellering og simulering,c++ (programming language),Undirected,Forskning,Data Analyst
nosql,python (dataprogrammering),Undirected,Annet,Data Analyst
nosql,tensorflow,Undirected,Annet,Data Analyst
nosql,database,Undirected,Annet,Data Analyst
nosql,pytorch,Undirected,Annet,Data Analyst
nosql,kunstig intelligens,Undirected,Annet,Data Analyst
nosql,maskinlæring,Undirected,Annet,Data Analyst
nosql,backend webutvikling,Undirected,Annet,Data Analyst
python (dataprogrammering),tensorflow,Undirected,Annet,Data Analyst
python (dataprogrammering),database,Undirected,Annet,Data Analyst
python (dataprogrammering),pytorch,Undirected,Annet,Data Analyst
python (dataprogrammering),kunstig intelligens,Undirected,Annet,Data Analyst
python (dataprogrammering),maskinlæring,Undirected,Annet,Data Analyst
python (dataprogrammering),backend webutvikling,Undirected,Annet,Data Analyst
tensorflow,database,Undirected,Annet,Data Analyst
tensorflow,pytorch,Undirected,Annet,Data Analyst
tensorflow,kunstig intelligens,Undirected,Annet,Data Analyst
tensorflow,maskinlæring,Undirected,Annet,Data Analyst
tensorflow,backend webutvikling,Undirected,Annet,Data Analyst
database,pytorch,Undirected,Annet,Data Analyst
database,kunstig intelligens,Undirected,Annet,Data Analyst
database,maskinlæring,Undirected,Annet,Data Analyst
database,backend webutvikling,Undirected,Annet,Data Analyst
pytorch,kunstig intelligens,Undirected,Annet,Data Analyst
pytorch,maskinlæring,Undirected,Annet,Data Analyst
pytorch,backend webutvikling,Undirected,Annet,Data Analyst
kunstig intelligens,maskinlæring,Undirected,Annet,Data Analyst
kunstig intelligens,backend webutvikling,Undirected,Annet,Data Analyst
maskinlæring,backend webutvikling,Undirected,Annet,Data Analyst
microsoft,opprette innkjøpsordre,Undirected,Bygg og anlegg,Big Data
microsoft,administrere data,Undirected,Bygg og anlegg,Big Data
microsoft,microsoft excel,Undirected,Bygg og anlegg,Big Data
opprette innkjøpsordre,administrere data,Undirected,Bygg og anlegg,Big Data
opprette innkjøpsordre,microsoft excel,Undirected,Bygg og anlegg,Big Data
administrere data,microsoft excel,Undirected,Bygg og anlegg,Big Data
regulatory compliance,digitalisering av prosesser,Undirected,Industri og produksjon,Big Data
regulatory compliance,teknisk salg,Undirected,Industri og produksjon,Big Data
regulatory compliance,kunstig intelligens,Undirected,Industri og produksjon,Big Data
regulatory compliance,kommunikator,Undirected,Industri og produksjon,Big Data
regulatory compliance,maritim teknologi,Undirected,Industri og produksjon,Big Data
regulatory compliance,kundedialog,Undirected,Industri og produksjon,Big Data
regulatory compliance,autonome systemer,Undirected,Industri og produksjon,Big Data
digitalisering av prosesser,teknisk salg,Undirected,Industri og produksjon,Big Data
digitalisering av prosesser,kunstig intelligens,Undirected,Industri og produksjon,Big Data
digitalisering av prosesser,kommunikator,Undirected,Industri og produksjon,Big Data
digitalisering av prosesser,maritim teknologi,Undirected,Industri og produksjon,Big Data
digitalisering av prosesser,kundedialog,Undirected,Industri og produksjon,Big Data
digitalisering av prosesser,autonome systemer,Undirected,Industri og produksjon,Big Data
teknisk salg,kunstig intelligens,Undirected,Industri og produksjon,Big Data
teknisk salg,kommunikator,Undirected,Industri og produksjon,Big Data
teknisk salg,maritim teknologi,Undirected,Industri og produksjon,Big Data
teknisk salg,kundedialog,Undirected,Industri og produksjon,Big Data
teknisk salg,autonome systemer,Undirected,Industri og produksjon,Big Data
kunstig intelligens,kommunikator,Undirected,Industri og produksjon,Big Data
kunstig intelligens,maritim teknologi,Undirected,Industri og produksjon,Big Data
kunstig intelligens,kundedialog,Undirected,Industri og produksjon,Big Data
kunstig intelligens,autonome systemer,Undirected,Industri og produksjon,Big Data
kommunikator,maritim teknologi,Undirected,Industri og produksjon,Big Data
kommunikator,kundedialog,Undirected,Industri og produksjon,Big Data
kommunikator,autonome systemer,Undirected,Industri og produksjon,Big Data
maritim teknologi,kundedialog,Undirected,Industri og produksjon,Big Data
maritim teknologi,autonome systemer,Undirected,Industri og produksjon,Big Data
kundedialog,autonome systemer,Undirected,Industri og produksjon,Big Data
sikkerhetsteknikk,betjene og overvåke alarmsystemer,Undirected,Industri og produksjon,Big Data
sikkerhetsteknikk,behersker it-/datasystemer,Undirected,Industri og produksjon,Big Data
sikkerhetsteknikk,modbus,Undirected,Industri og produksjon,Big Data
sikkerhetsteknikk,ingeniørarbeid,Undirected,Industri og produksjon,Big Data
betjene og overvåke alarmsystemer,behersker it-/datasystemer,Undirected,Industri og produksjon,Big Data
betjene og overvåke alarmsystemer,modbus,Undirected,Industri og produksjon,Big Data
betjene og overvåke alarmsystemer,ingeniørarbeid,Undirected,Industri og produksjon,Big Data
behersker it-/datasystemer,modbus,Undirected,Industri og produksjon,Big Data
behersker it-/datasystemer,ingeniørarbeid,Undirected,Industri og produksjon,Big Data
modbus,ingeniørarbeid,Undirected,Industri og produksjon,Big Data
programvare som tjeneste,ifrs 15,Undirected,Internettbaserte tjenester,Big Data
programvare som tjeneste,finansiell planlegging og analyse,Undirected,Internettbaserte tjenester,Big Data
programvare som tjeneste,key performance indicator (kpi),Undirected,Internettbaserte tjenester,Big Data
programvare som tjeneste,internkontroll,Undirected,Internettbaserte tjenester,Big Data
programvare som tjeneste,prognoser,Undirected,Internettbaserte tjenester,Big Data
programvare som tjeneste,erp-systemer,Undirected,Internettbaserte tjenester,Big Data
programvare som tjeneste,finansiell rapportering,Undirected,Internettbaserte tjenester,Big Data
ifrs 15,finansiell planlegging og analyse,Undirected,Internettbaserte tjenester,Big Data
ifrs 15,key performance indicator (kpi),Undirected,Internettbaserte tjenester,Big Data
ifrs 15,internkontroll,Undirected,Internettbaserte tjenester,Big Data
ifrs 15,prognoser,Undirected,Internettbaserte tjenester,Big Data
ifrs 15,erp-systemer,Undirected,Internettbaserte tjenester,Big Data
ifrs 15,finansiell rapportering,Undirected,Internettbaserte tjenester,Big Data
finansiell planlegging og analyse,key performance indicator (kpi),Undirected,Internettbaserte tjenester,Big Data
finansiell planlegging og analyse,internkontroll,Undirected,Internettbaserte tjenester,Big Data
finansiell planlegging og analyse,prognoser,Undirected,Internettbaserte tjenester,Big Data
finansiell planlegging og analyse,erp-systemer,Undirected,Internettbaserte tjenester,Big Data
finansiell planlegging og analyse,finansiell rapportering,Undirected,Internettbaserte tjenester,Big Data
key performance indicator (kpi),internkontroll,Undirected,Internettbaserte tjenester,Big Data
key performance indicator (kpi),prognoser,Undirected,Internettbaserte tjenester,Big Data
key performance indicator (kpi),erp-systemer,Undirected,Internettbaserte tjenester,Big Data
key performance indicator (kpi),finansiell rapportering,Undirected,Internettbaserte tjenester,Big Data
internkontroll,prognoser,Undirected,Internettbaserte tjenester,Big Data
internkontroll,erp-systemer,Undirected,Internettbaserte tjenester,Big Data
internkontroll,finansiell rapportering,Undirected,Internettbaserte tjenester,Big Data
prognoser,erp-systemer,Undirected,Internettbaserte tjenester,Big Data
prognoser,finansiell rapportering,Undirected,Internettbaserte tjenester,Big Data
erp-systemer,finansiell rapportering,Undirected,Internettbaserte tjenester,Big Data
skrive og lese norske tekniske dokumenter,account management,Undirected,Farmasi og legemiddel,Big Data
skrive og lese norske tekniske dokumenter,norsk,Undirected,Farmasi og legemiddel,Big Data
skrive og lese norske tekniske dokumenter,forstå,Undirected,Farmasi og legemiddel,Big Data
skrive og lese norske tekniske dokumenter,utføre dataanalyse,Undirected,Farmasi og legemiddel,Big Data
account management,norsk,Undirected,Farmasi og legemiddel,Big Data
account management,forstå,Undirected,Farmasi og legemiddel,Big Data
account management,utføre dataanalyse,Undirected,Farmasi og legemiddel,Big Data
norsk,forstå,Undirected,Farmasi og legemiddel,Big Data
norsk,utføre dataanalyse,Undirected,Farmasi og legemiddel,Big Data
forstå,utføre dataanalyse,Undirected,Farmasi og legemiddel,Big Data
vue.js,responsiv nettside,Undirected,IT - programvare,Big Data
vue.js,css (cascading style sheets),Undirected,IT - programvare,Big Data
vue.js,typescript,Undirected,IT - programvare,Big Data
vue.js,redux state management,Undirected,IT - programvare,Big Data
responsiv nettside,css (cascading style sheets),Undirected,IT - programvare,Big Data
responsiv nettside,typescript,Undirected,IT - programvare,Big Data
responsiv nettside,redux state management,Undirected,IT - programvare,Big Data
css (cascading style sheets),typescript,Undirected,IT - programvare,Big Data
css (cascading style sheets),redux state management,Undirected,IT - programvare,Big Data
typescript,redux state management,Undirected,IT - programvare,Big Data
c# (programmeringsspråk),sql,Undirected,IT - programvare,Big Data
c# (programmeringsspråk),api,Undirected,IT - programvare,Big Data
c# (programmeringsspråk),go,Undirected,IT - programvare,Big Data
c# (programmeringsspråk),distribuert systemarkitektur (ikt),Undirected,IT - programvare,Big Data
sql,api,Undirected,IT - programvare,Big Data
sql,go,Undirected,IT - programvare,Big Data
sql,distribuert systemarkitektur (ikt),Undirected,IT - programvare,Big Data
api,go,Undirected,IT - programvare,Big Data
api,distribuert systemarkitektur (ikt),Undirected,IT - programvare,Big Data
go,distribuert systemarkitektur (ikt),Undirected,IT - programvare,Big Data
konsolidert finansregnskap,regnskap og bokføring,Undirected,Kraft og energi,Big Data
konsolidert finansregnskap,bokføring,Undirected,Kraft og energi,Big Data
konsolidert finansregnskap,internprising,Undirected,Kraft og energi,Big Data
konsolidert finansregnskap,internkontroll,Undirected,Kraft og energi,Big Data
konsolidert finansregnskap,ifrs 1,Undirected,Kraft og energi,Big Data
konsolidert finansregnskap,finansiell revisjon,Undirected,Kraft og energi,Big Data
regnskap og bokføring,bokføring,Undirected,Kraft og energi,Big Data
regnskap og bokføring,internprising,Undirected,Kraft og energi,Big Data
regnskap og bokføring,internkontroll,Undirected,Kraft og energi,Big Data
regnskap og bokføring,ifrs 1,Undirected,Kraft og energi,Big Data
regnskap og bokføring,finansiell revisjon,Undirected,Kraft og energi,Big Data
bokføring,internprising,Undirected,Kraft og energi,Big Data
bokføring,internkontroll,Undirected,Kraft og energi,Big Data
bokføring,ifrs 1,Undirected,Kraft og energi,Big Data
bokføring,finansiell revisjon,Undirected,Kraft og energi,Big Data
internprising,internkontroll,Undirected,Kraft og energi,Big Data
internprising,ifrs 1,Undirected,Kraft og energi,Big Data
internprising,finansiell revisjon,Undirected,Kraft og energi,Big Data
internkontroll,ifrs 1,Undirected,Kraft og energi,Big Data
internkontroll,finansiell revisjon,Undirected,Kraft og energi,Big Data
ifrs 1,finansiell revisjon,Undirected,Kraft og energi,Big Data
bannerannonsering,forbedring av produksjonsbetingelser,Undirected,Annet,Big Data
bannerannonsering,figma,Undirected,Annet,Big Data
bannerannonsering,bruke verktøy,Undirected,Annet,Big Data
bannerannonsering,hjelpe til med innhold til sosiale medier,Undirected,Annet,Big Data
bannerannonsering,utvikle digitalt innhold,Undirected,Annet,Big Data
bannerannonsering,paid social,Undirected,Annet,Big Data
bannerannonsering,content design,Undirected,Annet,Big Data
forbedring av produksjonsbetingelser,figma,Undirected,Annet,Big Data
forbedring av produksjonsbetingelser,bruke verktøy,Undirected,Annet,Big Data
